P_gas_phys_kPa_MAE,P_gas_phys_kPa_RMSE,P_gas_phys_kPa_R2,T_core_phys_degC_MAE,T_core_phys_degC_RMSE,T_core_phys_degC_R2
0.08473569343344518,0.22891303129683319,0.9997646509109536,0.025928505482007695,0.07004781495668108,0.999670191873546
